"","host_community"
"175.8",0.00416666666666667
"932.3",0.00416666666666667
"1005.6",0.00416666666666667
"1017.9",0.00416666666666667
"1021",0.00416666666666667
"1022.5",0.00416666666666667
"1027.2",0.00833333333333333
"1027.7",0.00416666666666667
"1029",0.00416666666666667
"1030.9",0.00416666666666667
"1032.2",0.00416666666666667
"1033",0.00416666666666667
"1033.8",0.00416666666666667
"1034.2",0.00416666666666667
"1035.9",0.00416666666666667
"1036.3",0.00416666666666667
"1036.4",0.00416666666666667
"1036.5",0.00416666666666667
"1036.9",0.00833333333333333
"1037.2",0.00416666666666667
"1037.9",0.00416666666666667
"1038.6",0.00416666666666667
"1038.7",0.00416666666666667
"1038.8",0.00416666666666667
"1039.1",0.00416666666666667
"1039.3",0.00416666666666667
"1039.4",0.00416666666666667
"1039.7",0.00416666666666667
"1040",0.00416666666666667
"1040.5",0.00416666666666667
"1040.8",0.00416666666666667
"1041.1",0.00416666666666667
"1041.3",0.00416666666666667
"1041.7",0.00416666666666667
"1041.8",0.00416666666666667
"1041.9",0.00416666666666667
"1042",0.00416666666666667
"1043",0.00833333333333333
"1043.3",0.00416666666666667
"1043.7",0.00416666666666667
"1043.8",0.00416666666666667
"1044.2",0.00416666666666667
"1044.3",0.00416666666666667
"1044.6",0.00416666666666667
"1045.1",0.00416666666666667
"1045.9",0.00416666666666667
"1046.2",0.00416666666666667
"1046.3",0.00416666666666667
"1046.5",0.00416666666666667
"1047",0.00416666666666667
"1047.2",0.00416666666666667
"1047.4",0.00416666666666667
"1047.6",0.00416666666666667
"1047.8",0.00416666666666667
"1048.5",0.00416666666666667
"1048.7",0.00416666666666667
"1049.4",0.00416666666666667
"1049.6",0.00416666666666667
"1049.7",0.00416666666666667
"1049.9",0.00416666666666667
"1050.4",0.00416666666666667
"1051.1",0.00416666666666667
"1051.3",0.00416666666666667
"1051.4",0.00416666666666667
"1052.2",0.00416666666666667
"1052.9",0.00416666666666667
"1053.6",0.00416666666666667
"1053.7",0.00416666666666667
"1054.4",0.00416666666666667
"1055",0.00416666666666667
"1055.3",0.00416666666666667
"1056.2",0.00416666666666667
"1056.7",0.0166666666666667
"1057.2",0.00833333333333333
"1057.8",0.00416666666666667
"1058.1",0.00416666666666667
"1059",0.00416666666666667
"1059.8",0.00416666666666667
"1060.1",0.00416666666666667
"1061",0.00416666666666667
"1061.6",0.00416666666666667
"1062",0.00416666666666667
"1063",0.00416666666666667
"1063.1",0.00416666666666667
"1063.2",0.0125
"1063.3",0.00833333333333333
"1064.6",0.00416666666666667
"1065",0.00416666666666667
"1066.1",0.00416666666666667
"1066.5",0.00416666666666667
"1066.9",0.00416666666666667
"1067.8",0.00416666666666667
"1068.1",0.00416666666666667
"1068.6",0.00416666666666667
"1069.1",0.00416666666666667
"1069.3",0.00416666666666667
"1069.5",0.00416666666666667
"1070",0.00833333333333333
"1070.1",0.00416666666666667
"1070.6",0.00416666666666667
"1070.7",0.00416666666666667
"1070.9",0.00416666666666667
"1071.4",0.00416666666666667
"1071.5",0.00833333333333333
"1071.7",0.00416666666666667
"1073.3",0.00416666666666667
"1073.7",0.00416666666666667
"1073.8",0.00416666666666667
"1074.3",0.00833333333333333
"1074.6",0.00416666666666667
"1074.8",0.00416666666666667
"1075.3",0.00416666666666667
"1075.6",0.00416666666666667
"1076.6",0.00416666666666667
"1077",0.00833333333333333
"1077.1",0.00416666666666667
"1077.3",0.00416666666666667
"1077.4",0.00416666666666667
"1077.9",0.00833333333333333
"1078.2",0.00416666666666667
"1078.5",0.00416666666666667
"1079.1",0.00416666666666667
"1079.2",0.00416666666666667
"1079.3",0.00416666666666667
"1079.8",0.00833333333333333
"1080.1",0.00416666666666667
"1080.3",0.00416666666666667
"1080.8",0.00833333333333333
"1081.2",0.00416666666666667
"1081.5",0.00833333333333333
