"","host_community"
"1.7611711",0.00416666666666667
"1.7629226",0.00416666666666667
"1.7636156",0.00416666666666667
"1.766245",0.00416666666666667
"1.7668718",0.00416666666666667
"1.76727333333333",0.00416666666666667
"1.767345",0.00416666666666667
"1.76771833333333",0.00416666666666667
"1.7679837",0.00416666666666667
"1.7687889",0.00416666666666667
"1.76944333333333",0.00416666666666667
"1.769695",0.00416666666666667
"1.7697608",0.00416666666666667
"1.77037166666667",0.00416666666666667
"1.77092",0.00416666666666667
"1.77141",0.00416666666666667
"1.77164666666667",0.00416666666666667
"1.7719192",0.00416666666666667
"1.7721367",0.00416666666666667
"1.77241",0.00416666666666667
"1.77278166666667",0.00416666666666667
"1.77392666666667",0.00416666666666667
"1.77406",0.00416666666666667
"1.7743374",0.00416666666666667
"1.7743502",0.00416666666666667
"1.77523833333333",0.00416666666666667
"1.77531333333333",0.00416666666666667
"1.7761778",0.00416666666666667
"1.77641",0.00416666666666667
"1.77642",0.00416666666666667
"1.77653",0.00416666666666667
"1.77657833333333",0.00416666666666667
"1.7769259",0.00416666666666667
"1.77743",0.00416666666666667
"1.77796666666667",0.00416666666666667
"1.77801666666667",0.00416666666666667
"1.7782486",0.00416666666666667
"1.78125",0.00416666666666667
"1.78181166666667",0.00416666666666667
"1.78192666666667",0.00416666666666667
"1.7857111",0.00416666666666667
"1.78718833333333",0.00416666666666667
"1.78798833333333",0.00416666666666667
"1.78839166666667",0.00416666666666667
"1.7907316",0.00416666666666667
"1.79183",0.00416666666666667
"1.79556333333333",0.00416666666666667
"1.79634666666667",0.00416666666666667
"1.79893",0.00416666666666667
"1.8007701",0.00416666666666667
"1.80154333333333",0.00416666666666667
"1.8026667",0.00416666666666667
"1.8028858",0.00416666666666667
"1.8028881",0.00416666666666667
"1.80326833333333",0.00416666666666667
"1.80332666666667",0.00416666666666667
"1.8037327",0.00416666666666667
"1.8056914",0.00416666666666667
"1.81356333333333",0.00416666666666667
"1.81380166666667",0.00416666666666667
"1.81405",0.00416666666666667
"1.8147383",0.00416666666666667
"1.817498",0.00416666666666667
"1.82106333333333",0.00416666666666667
"1.8227682",0.00416666666666667
"1.823656",0.00416666666666667
"1.824485",0.00416666666666667
"1.8255247",0.00416666666666667
"1.82615166666667",0.00416666666666667
"1.8266635",0.00416666666666667
"1.82681666666667",0.00416666666666667
"1.8271896",0.00416666666666667
"1.82728833333333",0.00416666666666667
"1.82788666666667",0.00416666666666667
"1.82995",0.00416666666666667
"1.83022666666667",0.00416666666666667
"1.83047",0.00416666666666667
"1.83048333333333",0.00416666666666667
"1.831345",0.00416666666666667
"1.831442",0.00416666666666667
"1.83176833333333",0.00416666666666667
"1.83294",0.00416666666666667
"1.83330333333333",0.00416666666666667
"1.8334275",0.00416666666666667
"1.8335042",0.00416666666666667
"1.83360833333333",0.00416666666666667
"1.83363833333333",0.00416666666666667
"1.83397166666667",0.00416666666666667
"1.83450833333333",0.00416666666666667
"1.83532333333333",0.00416666666666667
"1.83660833333333",0.00416666666666667
"1.83697666666667",0.00416666666666667
"1.83704333333333",0.00416666666666667
"1.83709166666667",0.00416666666666667
"1.8371972",0.00416666666666667
"1.8376542",0.00416666666666667
"1.8379979",0.00416666666666667
"1.83806666666667",0.00416666666666667
"1.83844166666667",0.00416666666666667
"1.83916",0.00416666666666667
"1.83923166666667",0.00416666666666667
"1.841095",0.00416666666666667
"1.841492",0.00416666666666667
"1.8456625",0.00416666666666667
"1.84666833333333",0.00416666666666667
"1.84719833333333",0.00416666666666667
"1.84903166666667",0.00416666666666667
"1.84926666666667",0.00416666666666667
"1.8499632",0.00416666666666667
"1.852355",0.00416666666666667
"1.89332333333333",0.00416666666666667
"1.89529833333333",0.00416666666666667
"1.89652333333333",0.00416666666666667
"1.8965841",0.00416666666666667
"1.89661833333333",0.00416666666666667
"1.897585",0.00416666666666667
"1.89779",0.00416666666666667
