start,end,today,deviceid,subscriberid,imei,phonenumber,G0_PRELIMINARY_INFORMATION/Q0_1_Date_of_interview,G0_PRELIMINARY_INFORMATION/Q0_3_Enumerator_code,G0_PRELIMINARY_INFORMATION/calc_001,G0_PRELIMINARY_INFORMATION/Q0_5_District,G0_PRELIMINARY_INFORMATION/Q0_6_Sub_district,G0_PRELIMINARY_INFORMATION/Q0_7_Community_neighbourhood,CommunityName,Project,G0_PRELIMINARY_INFORMATION/Q0_7_Other_community_neighbourhood,Q0_9_Gender,Q0_10_Population_group,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor/Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor/Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor/Fixing_Existing_Doors_and_Windows,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor/Providing_Doors_and_Windows,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor/Sanitary_Works_and_Related_Items_eg_installing_toilet_seat_installing_sink,Q0_11_What_support_did_you_receive_from_Maraam_Binaa_local_contractor/Electric_works_eg_installing_replacement_components_to_electrical_board_electrical_point_electrical_breaker,Q1_Was_the_quality_of_construction_in_your_shelter_adequate_prior_to_the_intervention,Q1_1_Why_not,CHECK_CHECK_Q1.1_Translation,Q2_Is_the_quality_of_construction_of_your_shelter_adequate_now,Q2_1_Why_not,CHECK_CHECK_Q2.1_Translation,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Lack_of_space,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Poor_construction_materials,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Not_weatherproof,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/High_maintenance_costs,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Lack_of_privacy,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Dont_know,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Refuse_to_answer,Q3_What_shelter_challenges_did_you_face_prior_to_the_intervention/Other,Q3_Other,CHECK_CHECK_Q3_Translation,Q4_What_shelter_challenges_do_you_face_now,Q4_What_shelter_challenges_do_you_face_now/Lack_of_space,Q4_What_shelter_challenges_do_you_face_now/Poor_construction_materials,Q4_What_shelter_challenges_do_you_face_now/Not_weatherproof,Q4_What_shelter_challenges_do_you_face_now/High_maintenance_costs,Q4_What_shelter_challenges_do_you_face_now/Lack_of_privacy,Q4_What_shelter_challenges_do_you_face_now/Dont_know,Q4_What_shelter_challenges_do_you_face_now/Refuse_to_answer,Q4_What_shelter_challenges_do_you_face_now/Other,Q4_Other,CHECK_CHECK_Q4_Translation,Q5_Have_your_living_conditions_improved_as_a_result_of_the_intervention,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Improved_safety,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Improved_Privacy,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Reduced_financial_stress,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Lower_risk_of_eviction,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/No_longer_have_to_move_return_due_to_poor_shelter,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Reduced_community,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/There_are_no_results,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Dont_know,Q6_What_were_the_positive_results_of_the_shelter_repair_rehabilitation/Other,Q6_Other,CHECK_CHECK_Q6_Translation,Q7_Is_the_shelter_design_generally_suited_and_appropriate_for_your_needs,Q8_Are_there_any_flaws_or_deficiencies_in_the_design,Q8_1_Can_you_specify,Q8_1_Can_you_specify/Poor_quality_materials,Q8_1_Can_you_specify/Poor_quality_of_construction,Q8_1_Can_you_specify/Inadequate_space,Q8_1_Can_you_specify/Design_not_suitable,Q8_1_Can_you_specify/Other,Q8_1_Other,CHECK_CHECK_Q8_Translation,Q9_Was_there_any_discrimination_in_the_way_assistance_was_given,Q9_1_In_what_way,Q9_1_In_what_way/Preference_given_to_a_certain_group,Q9_1_In_what_way/Some_people_ignored,Q9_1_In_what_way/Other,Q9_1_Other,CHECK_CHECK_Q9_Translation,Q9_2_Which_specific_groups_were_given_more_preference,CHECK_CHECK_Q9_Translation,Q10_Were_there_any_HHs_that_needed_assistance_but_didnt_receive_it,Q10_1_Why,CHECK_CHECK_Q10_Translation,Q11_Did_the_assistance_provided_meet_your_needs_fall_below_your_needs_or_exceed_them,Q11_1_Below_your_needs_Why,CHECK_CHECK_Q11_Translation,Q11_2_Exceeded_your_need_Why,CHECK_CHECK_Q11_Translation,Q12_Was_the_HoHH_consulted_in_the_design_of_the_project,Q12_1_If_Yes_In_what_way,Q12_1_If_Yes_In_what_way/Input_into_design_of_shelter_repair,Q12_1_If_Yes_In_what_way/Input_into_selection_of_locations,Q12_1_If_Yes_In_what_way/Input_into_selection_of_beneficiaries,Q12_1_If_Yes_In_what_way/Dont_know_refuse_to_answer,Q12_1_If_Yes_In_what_way/Other,Q12_1_Other,CHECK_CHECK_Q12_Translation,Q12_2_If_No_In_what_way,Q12_2_Other,CHECK_CHECK_Q12_Translation,Q13_Was_the_HoHH_engaged_in_the_implementation_of_the_project,Q13_1_If_Yes_In_what_way,Q13_1_If_Yes_In_what_way/Help_with_purchasing_construction_materials,Q13_1_If_Yes_In_what_way/Help_with_actual_repair_work,Q13_1_If_Yes_In_what_way/Help_with_monitoring_contractors_work,Q13_1_If_Yes_In_what_way/Contribute_to_the_supervision_of_the_implementation_work,Q13_1_If_Yes_In_what_way/Prepare_food_and_tea_for_workers,Q13_1_If_Yes_In_what_way/Dont_know_refuse_to_answer,Q13_1_If_Yes_In_what_way/Other,Q13_1_Other,CHECK_CHECK_Q13_Translation,Q13_2_If_No_In_what_way,Q13_2_Other,CHECK_CHECK_Q13_Translation,Q14_Were_women_in_your_HH_if_different_to_HoHH_consulted_in_the_design_of_the_project,Q14_1_If_Yes_In_what_way,Q14_1_If_Yes_In_what_way/Input_into_design_of_shelter_repair,Q14_1_If_Yes_In_what_way/Input_into_selection_of_locations,Q14_1_If_Yes_In_what_way/Input_into_selection_of_beneficiaries,Q14_1_If_Yes_In_what_way/Dont_know_refuse_to_answer,Q14_1_If_Yes_In_what_way/Other,Q14_1_Other,Q14_2_If_No_In_what_way,Q14_2_Other,CHECK_CHECK_Q14_Translation,Q14_3_Was_women_in_your_HH_involved_in_the_implantation_of_the_project,Q14_3_1_If_Yes_In_what_way,Q14_3_1_If_Yes_In_what_way/Input_into_design_of_shelter_repair,Q14_3_1_If_Yes_In_what_way/Input_into_selection_of_locations,Q14_3_1_If_Yes_In_what_way/Input_into_selection_of_beneficiaries,Q14_3_1_If_Yes_In_what_way/Dont_know_refuse_to_answer,Q14_3_1_If_Yes_In_what_way/Other,Q14_3_1_Other,Q14_3_2_If_No_In_what_way,Q14_3_2_Other,CHECK_CHECK_Q14_Translation,Q15_When_was_your_earliest_involvement_in_the_project,Q16_How_would_you_rate_the_ability_of_you_and_your_community_to_resolve_shelter_challenges_prior_to_the_intervention,Q17_How_would_you_rate_the_ability_of_you_and_your_community_to_resolve_shelter_challenges_now,Q18_If_there_was_an_improved_or_decreased_ability_for_community_to_resolve_shelter_challenges_please_explain,CHECK_CHECK_Q18_Translation,Q19_Are_you_aware_of_any_complaint_mechanisms_available,Q20_Did_you_make_a_complaint_about_the_intervention,Q20_1_What_was_the_complaint_about,Q20_1_What_was_the_complaint_about/Application_process_to_receive_rehabilitation_support,Q20_1_What_was_the_complaint_about/Quality_of_shelter_intervention,Q20_1_What_was_the_complaint_about/timeliness_of_shelter_intervention,Q20_1_What_was_the_complaint_about/lack_of_opportunity_to_provide_feedback_during_planning,Q20_1_What_was_the_complaint_about/Selection_of_beneficiaries,Q20_1_What_was_the_complaint_about/Dont_know,Q20_1_What_was_the_complaint_about/Refuse_to_answer,Q20_1_What_was_the_complaint_about/Other,Q20_1_Other,Q20_2_How_long_did_it_take_for_the_complaint_to_be_followed_up,Q20_3_Was_the_complaint_followed_up_on_effectively,Q21_Do_you_trust_the_feedback_mechanism,Q21_1_Why_not,Note_CONCLUSION,COMMENTS,CHECK_CHECK_Comments_Translation,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
2018-07-08T22:10:09.119+03,2018-07-08T22:14:18.089+03,2018-07-08,355735092597345,,355735092597345,,2018-07-08,#JCE,SY07,SY0700,SY070003,C3925,Khan Elsobol,NSRP+,,Female,From_25_To_34,Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Providing_Doors_and_Windows,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Yes,,,Yes,,,Not_weatherproof High_maintenance_costs,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,High_maintenance_costs,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Yes,Improved_safety Reduced_financial_stress No_longer_have_to_move_return_due_to_poor_shelter,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,Yes,???? ??? ???? ?? ??????? ?? ???? ??? ??????? ??? ??????? ?? ???? ???? ????? ??? ??????? ???? ??????? ???? ???????,There are a large number of houses did not get the restoration because the project did not serve all people because the organization said that we have enough of these names,Met_needs,,,,,No,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,Women_dont_know_about_shelter_structure,,,No,,,,,,,,Women_dont_know_about_shelter_structure,,,2016-08-23,Poor,Poor,??????,I do not know,Yes,No,,,,,,,,,,,,,,,,??????,There is no,uuid:139d3000-a09e-44ad-b171-7376e44b0dc5,25567856,139d3000-a09e-44ad-b171-7376e44b0dc5,2018-07-08T19:14:52,1,,-1,,
2018-07-08T12:46:12.336+03,2018-07-08T12:49:51.772+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_18_To_24,Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Providing_Doors_and_Windows Electric_works_eg_installing_replacement_components_to_electrical_board_electrical_point_electrical_breaker,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,No,???? ???? ?????? ???? ????,Because of the total destruction of their homeB,Yes,,,Lack_of_space High_maintenance_costs Lack_of_privacy,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Yes,Improved_safety Improved_Privacy Reduced_financial_stress Lower_risk_of_eviction,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,Dont_know,,,Met_needs,,,,,No,,,,,,,,,They_were_busy,,,No,,,,,,,,,,,They_were_busy,,,No,,,,,,,,There_were_no_women_from_the_IP_contractor_who_could_speak_to_them,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ???????,Low due to poor material conditions,No,,,,,,,,,,,,,,,,,??????,There is no,uuid:5e90564e-bf42-4cb6-953a-3572ac977f6c,25567732,5e90564e-bf42-4cb6-953a-3572ac977f6c,2018-07-08T19:01:26,2,,-1,,
2018-07-08T12:40:59.860+03,2018-07-08T12:46:07.305+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_35_To_44,Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Providing_Doors_and_Windows,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No, ??? ?????? ???? ???? ????? ???? ???? ????? , Because the house was demolished because of shelling and not habitable,Yes,,,Poor_construction_materials High_maintenance_costs Lack_of_privacy,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Yes,Improved_safety Improved_Privacy Reduced_financial_stress,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,Dont_know,,,,,,,,,Dont_know,,,Met_needs,,,,,Dont_know,,,,,,,,,,,,Dont_know,,,,,,,,,,,,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ??????? ,Low due to poor material conditions,No,,,,,,,,,,,,,,,,,??????,There is no,uuid:a27ec29e-3b5c-42d0-b2c4-b7310ddd0e0f,25567731,a27ec29e-3b5c-42d0-b2c4-b7310ddd0e0f,2018-07-08T19:01:25,3,,-1,,
2018-07-08T12:37:29.773+03,2018-07-08T12:40:33.904+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_55_To_64,Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Electric_works_eg_installing_replacement_components_to_electrical_board_electrical_point_electrical_breaker,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,No,?????? ???? ???? ????? ???? ???? ????? ,The house is demolished because of shelling and is not habitable,Yes,,,Lack_of_space High_maintenance_costs Lack_of_privacy,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Yes,Lower_risk_of_eviction No_longer_have_to_move_return_due_to_poor_shelter Reduced_community,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,No,,,Met_needs,,,,,No,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,,,,They_were_busy,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ??????? ??? ????? ??????? ,Decline due to poor material conditions in the community,No,,,,,,,,,,,,,,,,,?? ????,There is no,uuid:6d48f1f6-c571-46d3-8287-c8e96a1b2e7a,25567730,6d48f1f6-c571-46d3-8287-c8e96a1b2e7a,2018-07-08T19:01:24,4,,-1,,
2018-07-08T12:33:59.067+03,2018-07-08T12:37:24.880+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_35_To_44,Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,??? ?????? ???? ???? ?????,Because the house was destroyed because of the shelling,Yes,,,Lack_of_space High_maintenance_costs Lack_of_privacy,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Yes,Improved_Privacy Reduced_financial_stress Lower_risk_of_eviction,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,No,,,Met_needs,,,,,No,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ??????? ??? ????? ???????,Decline due to poor material conditions in the community,No,,,,,,,,,,,,,,,,,??????,There is no,uuid:96327b9a-bea5-4eac-82e9-1a3f2002a502,25567729,96327b9a-bea5-4eac-82e9-1a3f2002a502,2018-07-08T19:01:23,5,,-1,,
2018-07-08T12:28:22.991+03,2018-07-08T12:33:45.426+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_45_To_54,Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Providing_Doors_and_Windows Sanitary_Works_and_Related_Items_eg_installing_toilet_seat_installing_sink Electric_works_eg_installing_replacement_components_to_electrical_board_electrical_point_electrical_breaker,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,No,??? ?????? ??? ???? ????? ,Because the house is not habitable,Yes,,,Lack_of_space Poor_construction_materials High_maintenance_costs Lack_of_privacy,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Yes,Improved_safety Improved_Privacy Reduced_financial_stress,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,No,,,Met_needs,,,,,No,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ??????? ??? ????? ??????? ,Decline due to poor material conditions in the community,No,,,,,,,,,,,,,,,,,?? ????,There is no,uuid:5c9fe9f8-f137-4191-8cab-989e4daadba4,25567728,5c9fe9f8-f137-4191-8cab-989e4daadba4,2018-07-08T19:01:22,6,,-1,,
2018-07-08T12:20:04.851+03,2018-07-08T12:28:17.174+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_45_To_54,Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Providing_Doors_and_Windows Sanitary_Works_and_Related_Items_eg_installing_toilet_seat_installing_sink Electric_works_eg_installing_replacement_components_to_electrical_board_electrical_point_electrical_breaker,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,??? ?????? ???? ?????? ,Because the house is destroyed by shelling,Yes,,,Lack_of_space Poor_construction_materials Not_weatherproof High_maintenance_costs Lack_of_privacy,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Yes,Improved_safety Improved_Privacy Reduced_financial_stress Lower_risk_of_eviction No_longer_have_to_move_return_due_to_poor_shelter Reduced_community,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,No,,,Met_needs,,,,,Yes,Input_into_design_of_shelter_repair,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,No,,,,,,,,,,,They_were_busy,,,No,,,,,,,,Women_did_not_have_any_input_even_when_asked,,,No,,,,,,,,Women_did_not_have_any_input_even_when_asked,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ??????? ??? ????? ??????? ,Decline due to poor material conditions in the community,No,,,,,,,,,,,,,,,,,???? ????? ???????,Return of the restoration process,uuid:1ba3d108-eaa0-4988-b208-f28a15a44908,25567727,1ba3d108-eaa0-4988-b208-f28a15a44908,2018-07-08T19:01:22,7,,-1,,
2018-07-08T12:13:36.442+03,2018-07-08T22:05:06.768+03,2018-07-08,356056071322046,417020598335431,356056071322046,,2018-07-08,JIN,SY07,SY0700,SY070003,C3931,Maar Dibsi,NSRP+,,Female,From_25_To_34,Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Electric_works_eg_installing_replacement_components_to_electrical_board_electrical_point_electrical_breaker,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,No,???? ???? ?????? ???? ???? ?????? ???? ?????,Because of the destruction of their house completely and needs to support restoration,Yes,,,Lack_of_space Poor_construction_materials Not_weatherproof High_maintenance_costs Lack_of_privacy,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Refuse_to_answer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,Yes,Improved_safety Improved_Privacy Reduced_financial_stress Lower_risk_of_eviction No_longer_have_to_move_return_due_to_poor_shelter Reduced_community,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,No,,,Met_needs,,,,,Yes,Dont_know_refuse_to_answer,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Yes,Help_with_actual_repair_work Prepare_food_and_tea_for_workers,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,No,,,,,,,,Women_dont_know_about_shelter_structure,,,No,,,,,,,,Women_dont_know_about_shelter_structure,,,2016-05-05,Poor,Poor,?????? ???? ??? ??????? ??????? ??? ????? ???????,Decline due to poor material conditions in the community,No,,,,,,,,,,,,,,,,,????? ????? ???????,Request to return the project,uuid:a091f95a-b8de-4e6b-a5e9-b4aa1fb0bc9c,25567726,a091f95a-b8de-4e6b-a5e9-b4aa1fb0bc9c,2018-07-08T19:01:21,8,,-1,,
2018-07-08T21:32:03.351+03,2018-07-08T21:43:58.385+03,2018-07-08,355726091250028,,355726091250028,,2018-07-08,Jko,SY07,SY0700,SY070003,C3925,Khan Elsobol,NSRP+,,Male,From_45_To_54,Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Providing_Doors_and_Windows Sanitary_Works_and_Related_Items_eg_installing_toilet_seat_installing_sink,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,No,???? ???? ????? ?? ??????? ??? ??? ???? ????,Because he was hit by an air strike that led to partial destruction,Yes,,,High_maintenance_costs,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Poor_construction_materials,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,No,Improved_safety Reduced_financial_stress Lower_risk_of_eviction No_longer_have_to_move_return_due_to_poor_shelter,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,Dont_know,,,Met_needs,,,,,No,,,,,,,,,Other,?? ????,I do not know,No,,,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2017-05-01,Good,Good,?? ???? ?? ??????,There are no challenges,No,,,,,,,,,,,,,,,,,?? ????,There is no,uuid:58460f92-20f7-4835-9b4a-5c152cd48e85,25567547,58460f92-20f7-4835-9b4a-5c152cd48e85,2018-07-08T18:44:05,9,,-1,,
2018-07-08T21:14:38.319+03,2018-07-08T21:43:50.297+03,2018-07-08,355726091250028,,355726091250028,,2018-07-08,Jko,SY07,SY0700,SY070003,C3925,Khan Elsobol,NSRP+,,Male,From_35_To_44,Worksite_Preparation_and_Cleaning_eg_rubble_removal_simple_demolition_or_land_filling Non_Structural_Civil_Work_eg_installing_stones_for_work_floor_patching_roof_patching_plaster_work_fixing_cracks_in_wall_installing_floor_tiles Fixing_Existing_Doors_and_Windows Providing_Doors_and_Windows,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,???? ????? ?????,Because he was bombed,Yes,,,High_maintenance_costs,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Refuse_to_answer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,Yes,Improved_safety Improved_Privacy Reduced_financial_stress Lower_risk_of_eviction No_longer_have_to_move_return_due_to_poor_shelter Reduced_community,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Yes,No,,,,,,,,,No,,,,,,,,,Yes,??? ??????? ???? ??? ???????? ???? ???? ?????? ?????? ???,Because the organization has requested a number of specific beneficiaries so it has benefited the most damage,Met_needs,,,,,No,,,,,,,,,They_were_busy,,,No,,,,,,,,,,,They_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,No,,,,,,,,Womeny_were_not_asked_to_participate,,,2017-06-01,Good,Good,???? ???? ????? ???? ??? ???? ???????,There is a Council of Elders to resolve all problems,No,,,,,,,,,,,,,,,,,?? ????,There is no,uuid:3aa97beb-4f98-4e1a-92d7-040c921057e1,25567545,3aa97beb-4f98-4e1a-92d7-040c921057e1,2018-07-08T18:44:04,10,,-1,,
