"","kiryandongo"
"2525473",0.00416666666666667
"2525474",0.00416666666666667
"2525475",0.00416666666666667
"2525493",0.00416666666666667
"2525494",0.00416666666666667
"2525532",0.00416666666666667
"2525533",0.00416666666666667
"2525534",0.00416666666666667
"2525664",0.00416666666666667
"2525665",0.00416666666666667
"2525714",0.00416666666666667
"2525715",0.00416666666666667
"2525716",0.00416666666666667
"2525717",0.00416666666666667
"2525718",0.00416666666666667
"2525719",0.00416666666666667
"2525720",0.00416666666666667
"2525722",0.00416666666666667
"2525723",0.00416666666666667
"2525787",0.00416666666666667
"2525788",0.00416666666666667
"2525789",0.00416666666666667
"2525790",0.00416666666666667
"2525791",0.00416666666666667
"2533432",0.00416666666666667
"2533433",0.00416666666666667
"2533434",0.00416666666666667
"2533436",0.00416666666666667
"2533437",0.00416666666666667
"2533439",0.00416666666666667
"2533441",0.00416666666666667
"2533442",0.00416666666666667
"2533443",0.00416666666666667
"2533446",0.00416666666666667
"2533448",0.00416666666666667
"2533449",0.00416666666666667
"2533451",0.00416666666666667
"2533452",0.00416666666666667
"2533453",0.00416666666666667
"2533459",0.00416666666666667
"2533460",0.00416666666666667
"2533461",0.00416666666666667
"2533462",0.00416666666666667
"2533463",0.00416666666666667
"2533464",0.00416666666666667
"2533467",0.00416666666666667
"2533468",0.00416666666666667
"2533469",0.00416666666666667
"2533472",0.00416666666666667
"2533473",0.00416666666666667
"2533475",0.00416666666666667
"2533477",0.00416666666666667
"2533478",0.00416666666666667
"2533479",0.00416666666666667
"2537937",0.00416666666666667
"2537938",0.00416666666666667
"2537940",0.00416666666666667
"2537941",0.00416666666666667
"2537943",0.00416666666666667
"2537944",0.00416666666666667
"2537945",0.00416666666666667
"2537946",0.00416666666666667
"2537947",0.00416666666666667
"2537950",0.00416666666666667
"2537951",0.00416666666666667
"2537953",0.00416666666666667
"2537957",0.00416666666666667
"2537959",0.00416666666666667
"2537960",0.00416666666666667
"2537963",0.00416666666666667
"2537964",0.00416666666666667
"2537966",0.00416666666666667
"2537968",0.00416666666666667
"2537969",0.00416666666666667
"2537971",0.00416666666666667
"2537972",0.00416666666666667
"2537973",0.00416666666666667
"2537974",0.00416666666666667
"2537978",0.00416666666666667
"2537979",0.00416666666666667
"2537980",0.00416666666666667
"2537982",0.00416666666666667
"2537983",0.00416666666666667
"2537984",0.00416666666666667
"2559517",0.00416666666666667
"2559520",0.00416666666666667
"2559524",0.00416666666666667
"2559525",0.00416666666666667
"2559526",0.00416666666666667
"2559527",0.00416666666666667
"2559549",0.00416666666666667
"2559553",0.00416666666666667
"2559555",0.00416666666666667
"2559558",0.00416666666666667
"2559561",0.00416666666666667
"2559564",0.00416666666666667
"2559572",0.00416666666666667
"2559574",0.00416666666666667
"2559575",0.00416666666666667
"2559577",0.00416666666666667
"2559578",0.00416666666666667
"2559579",0.00416666666666667
"2559583",0.00416666666666667
"2559584",0.00416666666666667
"2559587",0.00416666666666667
"2559593",0.00416666666666667
"2559597",0.00416666666666667
"2559600",0.00416666666666667
"2559602",0.00416666666666667
"2559603",0.00416666666666667
"2559604",0.00416666666666667
"2559606",0.00416666666666667
"2559607",0.00416666666666667
"2559609",0.00416666666666667
"2576573",0.00416666666666667
"2576575",0.00416666666666667
"2576577",0.00416666666666667
"2576580",0.00416666666666667
"2576582",0.00416666666666667
"2576584",0.00416666666666667
"2576586",0.00416666666666667
"2576589",0.00416666666666667
"2576591",0.00416666666666667
"2576593",0.00416666666666667
"2576595",0.00416666666666667
"2576597",0.00416666666666667
"2576599",0.00416666666666667
"2576602",0.00416666666666667
"2576608",0.00416666666666667
"2576610",0.00416666666666667
"2576612",0.00416666666666667
"2576613",0.00416666666666667
"2576617",0.00416666666666667
"2576618",0.00416666666666667
"2576621",0.00416666666666667
"2576622",0.00416666666666667
"2576626",0.00416666666666667
"2576636",0.00416666666666667
"2576640",0.00416666666666667
"2576644",0.00416666666666667
"2576677",0.00416666666666667
"2576681",0.00416666666666667
"2576684",0.00416666666666667
"2588008",0.00416666666666667
"2588011",0.00416666666666667
"2588012",0.00416666666666667
"2588016",0.00416666666666667
"2588017",0.00416666666666667
"2588019",0.00416666666666667
"2588022",0.00416666666666667
"2588023",0.00416666666666667
"2588026",0.00416666666666667
"2588029",0.00416666666666667
"2588035",0.00416666666666667
